dataset	regime	family	mode	depth	seed_summary	root_index	root_tasks	rms
parse	common48	CPA	input_centered_effect	48	mean_of_squared_seed_displacements	1	722	0.18672152605253356
parse	common48	CPA	input_centered_effect	48	mean_of_squared_seed_displacements	2	722	0.1783587767292556
parse	common48	CPA	input_centered_effect	48	mean_of_squared_seed_displacements	3	722	0.17794046699719002
parse	common48	CPA	input_centered_effect	48	mean_of_squared_seed_displacements	4	722	0.18569373554748544
parse	common48	CPA	input_centered_effect	48	mean_of_squared_seed_displacements	5	722	0.18486067054623276
parse	common48	CPA	input_centered_effect	48	mean_of_squared_seed_displacements	6	722	0.18050143274418237
parse	common48	CPA	input_centered_effect	48	mean_of_squared_seed_displacements	7	722	0.18471048290322722
parse	common48	CPA	input_centered_effect	48	17	0	722	0.17763767251310808
parse	common48	CPA	input_centered_effect	48	17	1	722	0.18679945876448206
parse	common48	CPA	input_centered_effect	48	17	2	722	0.17847249132037113
parse	common48	CPA	input_centered_effect	48	17	3	722	0.17803982082819464
parse	common48	CPA	input_centered_effect	48	17	4	722	0.18580717052289733
parse	common48	CPA	input_centered_effect	48	17	5	722	0.1848925780250207
parse	common48	CPA	input_centered_effect	48	17	6	722	0.1805586904900819
parse	common48	CPA	input_centered_effect	48	17	7	722	0.18480800363669547
parse	common48	CPA	input_centered_effect	48	29	0	722	0.17745708342391603
parse	common48	CPA	input_centered_effect	48	29	1	722	0.18668408242700416
parse	common48	CPA	input_centered_effect	48	29	2	722	0.17831186655839676
parse	common48	CPA	input_centered_effect	48	29	3	722	0.17789812478332637
parse	common48	CPA	input_centered_effect	48	29	4	722	0.18565738571787752
parse	common48	CPA	input_centered_effect	48	29	5	722	0.18486789555719077
parse	common48	CPA	input_centered_effect	48	29	6	722	0.18046620123956025
parse	common48	CPA	input_centered_effect	48	29	7	722	0.1846660079200638
parse	common48	CPA	input_centered_effect	48	43	0	722	0.17742302448402011
parse	common48	CPA	input_centered_effect	48	43	1	722	0.18668101255308517
parse	common48	CPA	input_centered_effect	48	43	2	722	0.17829191735866748
parse	common48	CPA	input_centered_effect	48	43	3	722	0.1778834134582951
parse	common48	CPA	input_centered_effect	48	43	4	722	0.18561659617452553
parse	common48	CPA	input_centered_effect	48	43	5	722	0.18482153101823828
parse	common48	CPA	input_centered_effect	48	43	6	722	0.18047939263743432
parse	common48	CPA	input_centered_effect	48	43	7	722	0.18465739842669893
